2; 5; 1000; 0.001; 1901541; 11417; 0; 3121; 1803144; 71458; 61739; 18.3792; 11.8578; 24.4282; 14545; 11970; 17157; 8.352; 82709; 0; 1; 0; {875 - 1149 - 5996 - 76607 - 263853 - }; 
1; 5; 1000; 0.001; 45618; 11417; 0; 2039; 30732; 1092; 785.202; 97.2986; 85.8485; 130.727; 65537; 55531; 81091; 7.17154; 71019; 0; 1; 0; {14493 - 59831 - 140891 - 148457 - 265427 - }; 
2; 5; 1000; 0.001; 1818043; 11417; 0; 3003; 1801178; 2112; 191671; 97.2986; 85.8485; 130.727; 65537; 55531; 81091; 23.7007; 234706; 0; 1; 0; {14493 - 59831 - 140891 - 148457 - 265427 - }; 
2; 15; 1000; 0.001; 1825557; 11417; 0; 2300; 1802156; 9641; 147816; 19.8485; 11.8578; 27.9151; 16635; 11970; 20535; 18.9199; 187362; 0; 1; 0; {43 - 801 - 804 - 875 - 1149 - 1613 - 5941 - 5996 - 13802 - 26045 - 76607 - 82339 - 94824 - 263747 - 263853 - }; 
1; 15; 1000; 0.001; 60069; 11417; 0; 3008; 41274; 2186; 2069.2; 86.1371; 67.5409; 130.727; 56036; 19882; 81091; 16.2099; 160525; 0; 1; 0; {859 - 8028 - 14493 - 50441 - 57661 - 59831 - 99114 - 100254 - 111999 - 125710 - 130200 - 135138 - 140891 - 148457 - 265427 - }; 
2; 15; 1000; 0.001; 1824087; 11417; 0; 3302; 1802251; 3021; 308874; 86.1371; 67.5409; 130.727; 56036; 19882; 81091; 37.2587; 368969; 0; 1; 0; {859 - 8028 - 14493 - 50441 - 57661 - 59831 - 99114 - 100254 - 111999 - 125710 - 130200 - 135138 - 140891 - 148457 - 265427 - }; 
2; 30; 1000; 0.001; 1831838; 11417; 0; 5594; 1804380; 2750; 258529; 22.7588; 11.8578; 71.3011; 18609; 11970; 29844; 31.7581; 314497; 0; 1; 0; {43 - 128 - 136 - 801 - 804 - 859 - 875 - 983 - 1149 - 1613 - 1830 - 2551 - 4557 - 5941 - 5996 - 10108 - 13802 - 17634 - 26045 - 27056 - 31424 - 63038 - 73259 - 76607 - 82339 - 94824 - 108188 - 173050 - 263747 - 263853 - }; 
1; 30; 1000; 0.001; 58970; 11417; 0; 3659; 36431; 4015; 3669.01; 75.2783; 57.2184; 130.727; 51788; 19882; 81091; 24.1816; 239468; 0; 1; 0; {859 - 8028 - 14493 - 47868 - 50441 - 57661 - 59831 - 66789 - 78194 - 95340 - 99114 - 99460 - 99567 - 100254 - 111999 - 116493 - 118622 - 125710 - 130200 - 131925 - 135138 - 140891 - 146033 - 148457 - 172891 - 176378 - 204984 - 212517 - 230902 - 265427 - }; 
2; 30; 1000; 0.001; 1821321; 11417; 0; 2584; 1803098; 3281; 395666; 75.2783; 57.2184; 130.727; 51788; 19882; 81091; 47.0182; 465617; 0; 1; 0; {859 - 8028 - 14493 - 47868 - 50441 - 57661 - 59831 - 66789 - 78194 - 95340 - 99114 - 99460 - 99567 - 100254 - 111999 - 116493 - 118622 - 125710 - 130200 - 131925 - 135138 - 140891 - 146033 - 148457 - 172891 - 176378 - 204984 - 212517 - 230902 - 265427 - }; 
2; 50; 1000; 0.001; 1822971; 11417; 0; 2943; 1802340; 5333; 361091; 22.0686; 11.7282; 71.3011; 19432; 10070; 47952; 43.2572; 428372; 0; 1; 0; {43 - 128 - 136 - 801 - 804 - 859 - 875 - 983 - 987 - 1149 - 1328 - 1420 - 1613 - 1830 - 1910 - 2443 - 2551 - 4557 - 5941 - 5996 - 8191 - 10108 - 13802 - 17634 - 26045 - 26735 - 27056 - 27297 - 31424 - 40398 - 52501 - 58968 - 63038 - 73259 - 76284 - 76607 - 82339 - 94622 - 94824 - 108188 - 112563 - 128466 - 169105 - 173050 - 175239 - 175261 - 209642 - 263747 - 263853 - 492093 - }; 
