2; 1; 1; 0.1; 112; 3; 1; 2; 1; 20; 3.2689; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 301; 3; 1; 2; 2; 167; 5.617; 1.5; 1.17; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 450; 3; 1; 2; 3; 126; 5.617; 1.5; 1.17; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 618; 3; 1; 2; 4; 141; 5.617; 1.5; 1.17; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 765; 3; 1; 2; 5; 118; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 906; 3; 1; 2; 6; 117; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 1053; 3; 1; 2; 7; 123; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 59; 4; 1; 4; 1; 24; 3.2689; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 187; 4; 1; 4; 2; 101; 5.617; 1.5; 1.17; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 313; 4; 1; 4; 3; 101; 5.617; 1.5; 1.17; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 448; 4; 1; 4; 4; 114; 5.617; 1.5; 1.17; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 584; 4; 1; 4; 5; 110; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 732; 4; 1; 4; 6; 117; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 917; 4; 1; 4; 7; 158; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 1049; 4; 1; 4; 8; 113; 5.675; 1.42; 1.01; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 88; 5; 3; 3; 1; 21; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 461; 5; 3; 3; 2; 244; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 607; 5; 3; 3; 3; 106; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 688; 5; 3; 3; 4; 46; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 767; 5; 3; 3; 5; 47; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 843; 5; 3; 3; 6; 45; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 989; 5; 3; 3; 7; 44; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 1115; 5; 3; 3; 8; 99; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 145; 3; 4; 38; 1; 24; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 230; 3; 4; 38; 2; 50; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 330; 3; 4; 38; 3; 72; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 392; 3; 4; 38; 4; 40; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 464; 3; 4; 38; 5; 49; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 524; 3; 4; 38; 6; 40; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 591; 3; 4; 38; 7; 43; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 661; 3; 4; 38; 8; 42; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 63; 5; 1; 4; 1; 26; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 152; 5; 1; 4; 2; 50; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 337; 5; 1; 4; 3; 126; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 456; 5; 1; 4; 4; 84; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 663; 5; 1; 4; 5; 54; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 838; 5; 1; 4; 6; 111; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 951; 5; 1; 4; 7; 73; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 1261; 5; 1; 4; 8; 242; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
2; 1; 1; 0.1; 54; 3; 1; 4; 1; 17; 8; 1.83; 1.83; 1.83; 8; 8; 8; 100; 8; 
