2;5;100;0.001;1806124;9921;0;987;1801118;1548;121962;53.4412;46.1693;71.3011;34824;19882;46206;15.516;153653;0;1;0; 859 62709 123515 130535 148137 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
1;5;100;0.001;15722;9921;0;1261;11338;625;785.202;97.2986;85.8485;130.727;65537;55531;81091;7.17154;71019;0;1;0; 14493 59831 140891 148457 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
2;5;100;0.001;1804623;9921;0;902;1800654;642;191671;97.2986;85.8485;130.727;65537;55531;81091;23.7007;234706;0;1;0; 14493 59831 140891 148457 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
2;15;100;0.001;1807475;9921;0;1081;1801340;1963;263465;60.3527;43.9353;94.6368;38852;16883;62609;32.096;317843;0;1;0; 859 27461 49645 50441 62709 66789 97337 99460 99567 116493 122331 123515 130535 148137 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
1;15;100;0.001;12749;9921;0;930;8312;1119;2069.2;86.1371;67.5409;130.727;56036;19882;81091;16.2099;160525;0;1;0; 859 8028 14493 50441 57661 59831 99114 100254 111999 125710 130200 135138 140891 148457 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
2;15;100;0.001;1807700;9921;0;901;1801698;2723;308874;86.1371;67.5409;130.727;56036;19882;81091;37.2587;368969;0;1;0; 859 8028 14493 50441 57661 59831 99114 100254 111999 125710 130200 135138 140891 148457 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
2;25;100;0.001;1808279;9921;0;1175;1801151;2432;338526;58.2146;43.9353;94.6368;38143;11259;62609;40.6677;402728;0;1;0; 859 7729 9333 18636 27461 46437 49645 50441 62709 66789 94255 95340 97337 99460 99504 99567 116493 122331 123515 130535 148137 157946 204984 214109 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
1;25;100;0.001;13207;9921;0;898;8375;1568;3159.78;78.218;60.9794;130.727;52779;19882;81091;21.7946;215830;0;1;0; 859 8028 14493 50441 57661 59831 66789 78194 99114 99460 100254 111999 116493 118622 125710 130200 135138 140891 146033 148457 176378 204984 212517 230902 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
2;25;100;0.001;1806590;9921;0;931;1800955;2258;370266;78.218;60.9794;130.727;52779;19882;81091;44.1884;437593;0;1;0; 859 8028 14493 50441 57661 59831 66789 78194 99114 99460 100254 111999 116493 118622 125710 130200 135138 140891 146033 148457 176378 204984 212517 230902 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
2;35;100;0.001;1809938;9921;0;895;1802133;4516;397026;58.1062;43.1777;94.6368;40215;11259;62609;47.2223;467638;0;1;0; 771 859 7729 9333 18636 27461 29800 46437 49645 50441 62709 66789 94255 95340 96399 97337 99114 99460 99504 99567 116493 122331 123515 125710 130200 130535 133330 146033 148137 149337 157946 204984 214109 220621 265427 ; 149337 126403 100006 37328 16326 133330 131790 771 49645 96399 220621 1993 227634 56504 97430 106333 152953 116579 309402 122331 27461 138619 148137 7729 119248 191689 163165 6702 174323 319032 24117 295317 179360 130535 94255 107837 800 9333 378635 16336 123515 169541 248694 169186 14027 214109 108152 62709 97337 125172 118778 46437 191480 72791 29800 97338 105803 338 24605 18636 327183 99504 47868 121323 131925 29491 99567 13224 78194 157946 120164 212517 109837 172891 123270 118622 95340 10518 204984 230902 8028 176378 146033 116493 99460 66789 859 100254 99114 135138 130200 125710 265427 140891 59831 111999 50441 57661 148457 14493 ;0
